Category,Article,Author,Comment,Processed_Comment
زووم,بدون عنوان,كريم,يجب إنشاء محطات تحلية مياه البحر و توفير المياه للفلاحة و للساكنة، هناك دول تعيش الجفاف لكن توفر المياه عبر تقنيات اخرى دون انتظار الامطار,يجب انشاء محطات تحلية مياه البحر توفير المياه للفلاحة للساكنة ، دول تعيش الجفاف لكن توفر المياه عبر تقنيات اخري دون انتظار الامطار
زووم,بدون عنوان,ملاحظ بسيط,المياه المستنزفة في سقي ضيعات الفلاحة التصديرية اهم واغلى من ساعات العمل التي يتضمنها العمل في هاته الضيعات، ضيعة تشغل عشرات الأشخاص باجر زهيد تستنزف كميات تفوق ما تستهلكه مدينة بأكملها طول السنة. يجب تغيير السياسة الفلاحية الحالية انها غير متوازنة وغير عادلة، سياسة فاشلة أتت على الأخضر واليابس من أجل مصلحة عشرات الاقطاعيين.,المياه المستنزفة سقي ضيعات الفلاحة التصديرية اهم واغلي ساعات العمل يتضمنها العمل هاته الضيعات ، ضيعة تشغل عشرات الاشخاص باجر زهيد تستنزف كميات تفوق تستهلكه مدينة باكملها طول السنة . يجب تغيير السياسة الفلاحية الحالية انها غير متوازنة وغير عادلة ، سياسة فاشلة اتت الاخضر واليابس اجل مصلحة عشرات الاقطاعيين .
زووم,بدون عنوان,Said,كارثة بكل المقاييس. كيف يعقل ان موريطانيا دولة قاحله لها ماء اكثر من المغرب؟ الجواب,كارثة بكل المقاييس . كيف يعقل ان موريطانيا دولة قاحله ماء اكثر المغرب ؟ الجواب
زووم,بدون عنوان,simo,ولكن ماذا عن آلاف العاملين في المجال الفلاحي السقوي والذين ينفقون علي آلاف الأسر؟ فهذه الحلول سيف ذو حدين ونحن من البوادي لو أوقفت هذه الفلاحة فانتظروا ملايين الجياع التي تقتات على عمل النساء والرجال في الحقول. أما عن استهلاك الماء فلماذا لا تتكلمون عن المسابح في الفيلات والمنشئات السياحية وعن chasse d’eau في المراحيض العصرية والتي تصب 12 لتر من مياه الشرب في الواد الحار غي دورة واحدة. فيجب التفكير في توفير منبعين من المياه الأول للشرب والثاني للتصبين والمراحيض وسقي الحدائق…,ولكن ماذا الاف العاملين المجال الفلاحي السقوي والذين ينفقون الاف الاسر ؟ فهذه الحلول سيف ذو حدين ونحن البوادي اوقفت الفلاحة فانتظروا ملايين الجياع تقتات عمل النساء والرجال الحقول . اما استهلاك الماء فلماذا تتكلمون المسابح الفيلات والمنشئات السياحية وعن chasse d ’ eau المراحيض العصرية والتي تصب 12 لتر مياه الشرب الواد الحار غي دورة واحدة . فيجب التفكير توفير منبعين المياه الاول للشرب والثاني للتصبين والمراحيض وسقي الحدائق …
زووم,بدون عنوان,عبدالكريم بوشيخي,لا يمكن بسبب الجفاف تدمير هذه المنجزات التي تحققت في المجال الفلاحي منذ الاستقلال الى اليوم التي جعلت من بلدنا أكبر المنتجين و المصدرين في القارة الأفريقية و العالم العربي للمنتوجات الفلاحية بكل أصنافها خضر و فواكه و غيرها، انجاز محطات ضخمة لتحلية مياه البحر قد يكون الحل لاستدامة الفلاحة المغربية و ابقاء مستوى الانتاج و التصدير على ما هو عليه و لما لا ننتج أكثر للحصول على مداخيل أكثر لضمان أمننا الغذائي و تموين السوق الداخلية، عانينا من تبعات جائزة كورونا و الحرب الروسية الأوكرانية حينما ارتفعت أثمان الخضر و الفواكه و اليوم بعد انخفاض أسعارها بالرغم من الجفاف هدأ الشارع المغربي.,يمكن بسبب الجفاف تدمير المنجزات تحققت المجال الفلاحي الاستقلال الي اليوم جعلت بلدنا اكبر المنتجين المصدرين القارة الافريقية العالم العربي للمنتوجات الفلاحية بكل اصنافها خضر فواكه غيرها ، انجاز محطات ضخمة لتحلية مياه البحر قد يكون الحل لاستدامة الفلاحة المغربية ابقاء مستوي الانتاج التصدير لما ننتج اكثر للحصول مداخيل اكثر لضمان امننا الغذائي تموين السوق الداخلية ، عانينا تبعات جائزة كورونا الحرب الروسية الاوكرانية حينما ارتفعت اثمان الخضر الفواكه اليوم بعد انخفاض اسعارها بالرغم الجفاف هدا الشارع المغربي .
زووم,بدون عنوان,حسن بلغاري,دليل صارخ على جشع لوبيات التصدير وغيرها ،اين هو حب الوطن وخدمة المواطن ؟المشكل الاساسي يتحلى في هذه الحكومة البئيسة والفاشلة التي تتواطأ مع هؤلاء,دليل صارخ جشع لوبيات التصدير وغيرها ، اين حب الوطن وخدمة المواطن ؟ المشكل الاساسي يتحلي الحكومة البئيسة والفاشلة تتواطا هؤلاء
زووم,بدون عنوان,محمد,المغرب بلد شبه صحراوي ولاكن باغي وكل أوروبا امريكا روسيا أفريقيا هذه هي السياسه الخنوشيه تصدير الماء للخارج باش يتغنى هو و رباعتووو,المغرب بلد شبه صحراوي ولاكن باغي وكل اوروبا امريكا روسيا افريقيا هي السياسه الخنوشيه تصدير الماء للخارج باش يتغني رباعتووو
زووم,بدون عنوان,دعيناك لله,أنتم تعرفون من كان وزيرا للفلاحة و من المسؤول عن كل هذا، من غير ذلك لا ننسى الملايير التي إختلسها قبل سنوات سير الله ياخد فيك الحق إلى يوم الدين,انتم تعرفون وزيرا للفلاحة المسؤول ، غير ننسي الملايير اختلسها قبل سنوات سير الله ياخد فيك الحق الي يوم الدين
زووم,بدون عنوان,علي,الفلاحة تستهلك ضعف المسابح والصناعة والسستهلاك المنزلي 12 مرة لا داعي للمقارنة بين ما يسقى وما لا يسقى اي شئء يسقى يبدر الماء عشرات المرات يجب توقيف الفلاحة التصديرية فورا يجب توقيف سقي الغولف الماء والحياة اهم من التشغيل والموت واش بغبتو نعطشو حنا باس المصدرين يخدمو واش بغيتو نجوعو حنا باش اوربا وافريقيا يشبعو توفير الماء للشعب اهم من اي عملة صعبة ومن التشغيل الماء اهم من المال راه الناس قطعو عليهوم الماء فسطات وبرشيد وهناك من لا ال يطبل للمخطط الاسود وللتصدير ويتحدت عن التنشغيل العمال الفلاحيين يتحملو مسؤوليتهم والمصدر يمشي يشوفلو شي حرفة اخرى او يمشي لبلد اخر فيه الماء سيرو لافريقيا متلا اما هنا بالمغرب لن يتوقف هؤلاء حتى يقضو على الشعب المغربي وعلى الصناعة وعلى كل شئء,الفلاحة تستهلك ضعف المسابح والصناعة والسستهلاك المنزلي 12 مرة داعي للمقارنة يسقي وما يسقي اي شئء يسقي يبدر الماء عشرات المرات يجب توقيف الفلاحة التصديرية فورا يجب توقيف سقي الغولف الماء والحياة اهم التشغيل والموت واش بغبتو نعطشو حنا باس المصدرين يخدمو واش بغيتو نجوعو حنا باش اوربا وافريقيا يشبعو توفير الماء للشعب اهم اي عملة صعبة ومن التشغيل الماء اهم المال راه الناس قطعو عليهوم الماء فسطات وبرشيد وهناك ال يطبل للمخطط الاسود وللتصدير ويتحدت التنشغيل العمال الفلاحيين يتحملو مسؤوليتهم والمصدر يمشي يشوفلو شي حرفة اخري او يمشي لبلد اخر الماء سيرو لافريقيا متلا اما بالمغرب لن يتوقف هؤلاء حتي يقضو الشعب المغربي وعلي الصناعة وعلي شئء
زووم,بدون عنوان,Fixible,للأسف الساسة يتجاهلون أن اوربا بامكانها انتاج ضعف ما ينتجه المغرب بسبب التفوق التكنولوجي و الهندسة لكنها فكرت فالحفاض على فرشتها المائية التي في القريب سيصبح الماء اغلى من الذهب و البترول و ستنشأ حروب على الأنهار الحدودية. الجيل الأخضر سيكبر مع جيل سيجد نفسه يعيش في صحراء بوتسوانا المغربية,للاسف الساسة يتجاهلون ان اوربا بامكانها انتاج ضعف ينتجه المغرب بسبب التفوق التكنولوجي الهندسة لكنها فكرت فالحفاض فرشتها المائية القريب سيصبح الماء اغلي الذهب البترول ستنشا حروب الانهار الحدودية . الجيل الاخضر سيكبر جيل سيجد نفسه يعيش صحراء بوتسوانا المغربية
زووم,بدون عنوان,هشام متسائل,حسب موقع ستاتيستا يلزم 214 لتر من الماء لإنتاج كيلو من الطماطم,حسب موقع ستاتيستا يلزم 214 لتر الماء لانتاج كيلو الطماطم
زووم,بدون عنوان,boudan,مادا عند المغرب ليصدره ؟ العجز التجاري متفاقم ، كل واحد فينا عندو على الاقل بورطابل يسوى 1500 درهم يحتاج المغرب الى 150 اورو عملة صعبة باش يستوردو ، يخص يصدر 300 كيولو طماطم ادا حسبنا غير 5 دراهيم للكيلو يعني بيكاب ديال ماطيشا ما بالك مع 30 مليون بورطابل دون دكر البورطابلات ديال مليون سنتيم و ما بالك مع كل المواد الاليكترونية المستوردة . طاءرة حربية واحدة يخصك تصدر كاع باطاطا ديال المغرب . هاد الكلام موجه للناس لي ضد التصدير و لي يقولو خبز الدار ياكلو البراني,مادا عند المغرب ليصدره ؟ العجز التجاري متفاقم ، واحد فينا عندو الاقل بورطابل يسوي 1500 درهم يحتاج المغرب الي 150 اورو عملة صعبة باش يستوردو ، يخص يصدر 300 كيولو طماطم ادا حسبنا غير 5 دراهيم للكيلو يعني بيكاب ديال ماطيشا بالك 30 مليون بورطابل دون دكر البورطابلات ديال مليون سنتيم بالك المواد الاليكترونية المستوردة . طاءرة حربية واحدة يخصك تصدر كاع باطاطا ديال المغرب . هاد الكلام موجه للناس ضد التصدير يقولو خبز الدار ياكلو البراني
زووم,بدون عنوان,ياسين,لا اعلم لماذا قال الوزير 500 مليون لتر هو مانصدره من الماء…و جريدتكم قامت بحساب بسيط لما نصدره من الطماطم وجدت 11 مليار متر.. ام ان الاحصائيات تقدم له خاطئة… شيء غريب وتجيب ؟؟؟؟؟؟؟,اعلم لماذا قال الوزير 500 مليون لتر مانصدره الماء … جريدتكم قامت بحساب بسيط لما نصدره الطماطم وجدت 11 مليار متر . . ام ان الاحصائيات تقدم خاطئة … شيء غريب وتجيب ؟ ؟ ؟ ؟ ؟ ؟ ؟
زووم,بدون عنوان,نبيل,الإسبان فكروا جيدا فوجدوا ان كراء الأراضي في المغرب واستغلال الفرشة المائية لللمغرب هي الوسيلة الوحيدة للحفاظ على المخزون الاستراتيجي لفرشتهم المائية امام التحولات المناخية فهم يتوفرون على معلومات لانتوفر عليها نحن ودراسات ادق من دراساتنا,الاسبان فكروا جيدا فوجدوا ان كراء الاراضي المغرب واستغلال الفرشة المائية لللمغرب هي الوسيلة الوحيدة للحفاظ المخزون الاستراتيجي لفرشتهم المائية امام التحولات المناخية فهم يتوفرون معلومات لانتوفر عليها ودراسات ادق دراساتنا
زووم,بدون عنوان,للتوضيح,تكلفة ليتر من الماء المحلى لايمكن ان تكون 5.20 درهم بل ربما هذا ثمن متر مكعب من الماء المحلى والذي يساوي 1000 ليتر من الماء المحلى.,تكلفة ليتر الماء المحلي لايمكن ان 5 . 20 درهم ربما ثمن متر مكعب الماء المحلي والذي يساوي 1000 ليتر الماء المحلي .
زووم,بدون عنوان,W,ثم يطلبون من الحمامات العامة أن تغلق. تنفق هذه الأنشطة الزراعية مياهًا أكثر بـ 10000 مرة من الحمامات العامة يوميًا. لا عجب أنني أظل أقول إن المغرب كان وسيظل دائماً يسير في الاتجاه الخاطئ.,ثم يطلبون الحمامات العامة ان تغلق . تنفق الانشطة الزراعية مياها اكثر ب 10000 مرة الحمامات العامة يوميا . عجب انني اظل اقول ان المغرب وسيظل دائما يسير الاتجاه الخاطئ .
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",الطاءفة الولتيتية,ان حفاض الشعب المغربي على هذه التقاليد الامازيغية الاسلامية لشيءجميل ومفخرةللعادات والقاليد الامازيغية المغربية .خصوصا ان هذا التجمع يدعوا الى الاخلاق الفضيلة ونشرها بين الناس,ان حفاض الشعب المغربي التقاليد الامازيغية الاسلامية لشيءجميل ومفخرةللعادات والقاليد الامازيغية المغربية . خصوصا ان التجمع يدعوا الي الاخلاق الفضيلة ونشرها الناس
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",محمد,وأشار المتحدث ذاته إلى أن “هذه التظاهرة ترافقها طقوس وعادات ومعتقدات أيضا؛ فإلى جانب ما يتعلق عادة بتقديم الذبائح قربانا إلى الأولياء، فإن تقديم القرابين إلى الشيخ وكاك تُرجى منه حماية البلاد والعباد من كل مكروه وجلب الخصب أساسا. ومما وقفنا عليه أيضا في هذا الصدد، أن هناك اعتقادا لدى العديد من الناس بأن المشاركة في مسيرة إفقيرن تعد بمثابة أداء مناسك الحج لمن لم يجد إليها سبيلا. أكثر من ذلك، هناك من يعتقد بحضور الرسول محمد إلى ضريح وكاك صبيحة يوم الجمعة الذي يتزامن مع تواجد إفقيرن في هذا المكان، مما يجعل زيارة زاويته مقرونة بزيارة مقام النبي”.,واشار المتحدث ذاته الي ان “ التظاهرة ترافقها طقوس وعادات ومعتقدات ايضا ؛ فالي جانب يتعلق عادة بتقديم الذبائح قربانا الي الاولياء ، فان تقديم القرابين الي الشيخ وكاك ترجي حماية البلاد والعباد مكروه وجلب الخصب اساسا . ومما وقفنا ايضا الصدد ، ان اعتقادا لدي العديد الناس بان المشاركة مسيرة افقيرن تعد بمثابة اداء مناسك الحج لمن يجد اليها سبيلا . اكثر ، يعتقد بحضور الرسول محمد الي ضريح وكاك صبيحة يوم الجمعة يتزامن تواجد افقيرن المكان ، مما يجعل زيارة زاويته مقرونة بزيارة مقام النبي ” .
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",الصنهاجي,لا تشد الرحال إلا لثلاث,تشد الرحال الا لثلاث
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",عبد الله,"اتقو الله في عباد الله ,وعلموا الناس دينهم الحق كما انزل وابتعدوا عن الشركيات حتى ننجوا من عذاب الدنيا والاخرة. ولو ان اهل القرى امنوا لنزلنا عليهم بركات من السماء….","اتقو الله عباد الله , وعلموا الناس دينهم الحق انزل وابتعدوا الشركيات حتي ننجوا عذاب الدنيا والاخرة . ولو ان اهل القري امنوا لنزلنا عليهم بركات السماء … ."
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",ميري. شريف المرسي,ما دام هؤلاء الناس يجتمعون في سلم وسلام ويتفرقون فيه كدالك رغم كثرتهم في العدد ولا يشكلون اي خطر على النظام والسلم في بلدنا الحبيب .فلا شأن لاحد بهدا . فيما يتعلق بالشق الاجتماعي فهم يصلون الرحم بابناء عمومتهم وهدا ما يميز المغاربة بكل تشكيلاتهم الاجتماعية من سواسا وصحراوى وروافا وجبالة و أهل الحوز ووو…من طنجة إلى الگويرة تحت راية واحدة و ملك واحد وشعار واحد الله الوطن الملك .وفي الشق الاقتصادي فهناك رواج تجاري واستفادة الكثير من دوي الحاجة والفقراء من الصدقات والهبات المقدمة والأكل والمأوى اتناء هده المواسم ….حفظ الله من اراد خيراً بالمغرب شعباً وملكاً,دام هؤلاء الناس يجتمعون سلم وسلام ويتفرقون كدالك رغم كثرتهم العدد ولا يشكلون اي خطر النظام والسلم بلدنا الحبيب . فلا شان لاحد بهدا . فيما يتعلق بالشق الاجتماعي فهم يصلون الرحم بابناء عمومتهم وهدا يميز المغاربة بكل تشكيلاتهم الاجتماعية سواسا وصحراوي وروافا وجبالة اهل الحوز ووو … طنجة الي الگويرة تحت راية واحدة ملك واحد وشعار واحد الله الوطن الملك . وفي الشق الاقتصادي فهناك رواج تجاري واستفادة الكثير دوي الحاجة والفقراء الصدقات والهبات المقدمة والاكل والماوي اتناء هده المواسم … . حفظ الله اراد خيرا بالمغرب شعبا وملكا
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",مواطن,للأسف هذه العادات تعتبر من البدع المتفشية في المجتمع .تقديم الذباءح للولي الصالح هو شرك واضح .,للاسف العادات تعتبر البدع المتفشية المجتمع . تقديم الذباءح للولي الصالح شرك واضح .
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",احمد,اصل تقديم القربان ليس للشيخ ولا للولي كما يعتقد البعض خطءا بل ياتي بها الناس لاطعام الوافدين دون مقابل تبعا لما هو عله موسم الحج في تقديم الهدي لاطعام الحجيج تبعا للاية “تجبى اليه ثمرات كل شيء رزقا من لدنا”.لان الاسلام يتعامل مع الواقع وليس الوهم.فاي تجمع بشري مهما كانت مداخيله لا يمكن له الحفاظ على استمرارية التجمع السنوي لولا مشاركة الجميع.,اصل تقديم القربان ليس للشيخ ولا للولي يعتقد البعض خطءا ياتي الناس لاطعام الوافدين دون مقابل تبعا لما عله موسم الحج تقديم الهدي لاطعام الحجيج تبعا للاية “ تجبي اليه ثمرات شيء رزقا لدنا ” . لان الاسلام يتعامل الواقع وليس الوهم . فاي تجمع بشري مهما كانت مداخيله يمكن الحفاظ استمرارية التجمع السنوي لولا مشاركة الجميع .
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",اكلو,أجواء صراحة تثلج الصدر تآزر تسامح تلاقي على العبادة تبكي العيون ترى الناس اتية من كل حدب وصوب اجواء يرجى الاطلاع عليها لكي تحس بالامر بالامر,اجواء صراحة تثلج الصدر تازر تسامح تلاقي العبادة تبكي العيون تري الناس اتية حدب وصوب اجواء يرجي الاطلاع عليها لكي تحس بالامر بالامر
زووم,"""إفقيرن أداولتتيت"".. نموذج حي للتعايش بين الدين الإسلامي والعُرف الأمازيغي",لآ إله إلا الله,حرمت عليكم الميتة والدم ولحم الخنـزير وما أهل لغير الله به والمنخنقة والموقوذة والمتردية والنطيحة وما أكل السبع إلا ما ذكيتم. .. وما ذبح على النصب,حرمت عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله والمنخنقة والموقوذة والمتردية والنطيحة وما اكل السبع الا ذكيتم . . . وما ذبح النصب
زووم,بدون عنوان,تلميذ,نحن نطالب الغاء الدوره الاولى او سوف نلتجئ الى الاضرابات وقد التجا اصدقائنا في مكناس وايضا في الكثير من المدن للاضرابات ونحن ايضا في جميع انحاء المغرب سوف نتج الى الاضرابات اذا لم يتم تحقيق مطالبنا ومطلبنا هو واحد فقط والغاء الدوره الاولى وبدايه الدوره الثانيه كان لم يكن اي شيء مما سبق لاننا نحن ليس لدينا ذنب الاساتذه ياخذون حقوقهم ايضا التلميذ او نحن التلاميذ ان ناخذ حقوقنا نطالب بحقوقنا نطالب الغاء الدوره الاولى وبالدوره الثانيه في احسن الاحوال او سوف نلتجئ الى الاضرابات وشكرا……,نطالب الغاء الدوره الاولي او سوف نلتجئ الي الاضرابات وقد التجا اصدقائنا مكناس وايضا الكثير المدن للاضرابات ونحن ايضا جميع انحاء المغرب سوف نتج الي الاضرابات اذا يتم تحقيق مطالبنا ومطلبنا واحد فقط والغاء الدوره الاولي وبدايه الدوره الثانيه يكن اي شيء مما سبق لاننا ليس لدينا ذنب الاساتذه ياخذون حقوقهم ايضا التلميذ او التلاميذ ان ناخذ حقوقنا نطالب بحقوقنا نطالب الغاء الدوره الاولي وبالدوره الثانيه احسن الاحوال او سوف نلتجئ الي الاضرابات وشكرا … …
زووم,بدون عنوان,Privé,خاص يدار دعم شهري للمزاليط باش يقريو ولادهم في بريفي بدل خسران 75 مليار درهم (53 مليار درهم أجور) على تعليم فاشل,خاص يدار دعم شهري للمزاليط باش يقريو ولادهم بريفي بدل خسران 75 مليار درهم ( 53 مليار درهم اجور ) تعليم فاشل
زووم,بدون عنوان,مغربي,ما حدث خلال السنوات الأخيرة من إضرابات متواصلة أجهزت على حقوق الأفراد و المجتمعات هو درس للدولة يجب أن تنفتح عليه و أن تفكر بجدية كبيرة في حل المشكل و رفع جودة القطاع الحل واضح لا للتوظيف المباشر على المغرب تجريب التدبير المفوض فأنا متيقن من أنه سيعطي ثمارا و سيحل المشكل في قطاع التعليم و الصحة فهذان القطاعين أسالوا المداد و كل يلغي كما شاء لكن الحقيقة بالاضافة الى ضعف التجهيزات الموارد البشرية لا تشتغل متواكلة ذات جودة دون المتوسط تطالب الدولة بأجور أكبر ، خدمات متردية ، و الخلاصة ميزانيات ضخمة للغاية تصرف على التعليم والصحة و النتيجة المغرب متذيل في التعليم دوليا و الناس تموت في المستشفيات أمام أنظار الاطباء و الممرضين,حدث خلال السنوات الاخيرة اضرابات متواصلة اجهزت حقوق الافراد المجتمعات درس للدولة يجب ان تنفتح ان تفكر بجدية كبيرة حل المشكل رفع جودة القطاع الحل واضح للتوظيف المباشر المغرب تجريب التدبير المفوض فانا متيقن انه سيعطي ثمارا سيحل المشكل قطاع التعليم الصحة فهذان القطاعين اسالوا المداد يلغي شاء لكن الحقيقة بالاضافة الي ضعف التجهيزات الموارد البشرية تشتغل متواكلة ذات جودة دون المتوسط تطالب الدولة باجور اكبر ، خدمات متردية ، الخلاصة ميزانيات ضخمة للغاية تصرف التعليم والصحة النتيجة المغرب متذيل التعليم دوليا الناس تموت المستشفيات امام انظار الاطباء الممرضين
زووم,بدون عنوان,المذغري.,حان الوقت للاءخضاع الأساتدة للضريبة في ما يخص مداخيلهم التي تأتي من الدروس الاءضافية ،كما ينبغي على الوزارة أن تمنع حالة التنافي وذلك بأن يجمع الاستاذ بين الاءشتغال في المدرستين العمومية والخاصة لأن جمعه للوظيفتين يكون على حساب التلميذ المتمدرس في القطاع العمومي كما يكون على حساب الشباب العاطل والذي يمتلك الشهادات العلمية ولا يجد فرص للعمل التي اخدها منه أستاد القطاع العام.,حان الوقت للاءخضاع الاساتدة للضريبة يخص مداخيلهم تاتي الدروس الاءضافية ، ينبغي الوزارة ان تمنع حالة التنافي وذلك بان يجمع الاستاذ الاءشتغال المدرستين العمومية والخاصة لان جمعه للوظيفتين يكون حساب التلميذ المتمدرس القطاع العمومي يكون حساب الشباب العاطل والذي يمتلك الشهادات العلمية ولا يجد فرص للعمل اخدها استاد القطاع العام .
زووم,بدون عنوان,متابع للقطاع,السبب الحقيقي للهجرة نحو الخصوصي هم الأساتذة الذين اضربوا لمدة تقرب ثلاثة أشهر دون مراعاة للأسر والتلاميذ. ومع ذلك يتشدقون بالدفاع عن المدرسة العمومية والمصلحة الفضلى للتلميذ. ما هذا التناقض؟,السبب الحقيقي للهجرة نحو الخصوصي الاساتذة الذين اضربوا لمدة تقرب ثلاثة اشهر دون مراعاة للاسر والتلاميذ . ومع يتشدقون بالدفاع المدرسة العمومية والمصلحة الفضلي للتلميذ . التناقض ؟
زووم,بدون عنوان,العربي غياطة,اللاساتذة من اتباع التنسيقيات يخافو مايحشمو..بعد الشروع في اول اسبوع ب 600 حالة توقيف هرولوا الى أقسامهم مذعورين طالبين الافراج عن الموقوفين وطلب الهدنة ..ويبقى السؤال لماذا لم تلجأ الدولة الى توقيف المتغيبين مباشرة بعد اتفاق 10 دجنبر لما ضيعنا شهر من التغيبات ..والمهم الان هو استدراك الخطأ والاسراع باصدار قانون منظم للاضراب يمنع اي تنسيقيات عشوائية هدفها ابتزاز الدولة,اللاساتذة اتباع التنسيقيات يخافو مايحشمو . . بعد الشروع اول اسبوع ب 600 حالة توقيف هرولوا الي اقسامهم مذعورين طالبين الافراج الموقوفين وطلب الهدنة . . ويبقي السؤال لماذا تلجا الدولة الي توقيف المتغيبين مباشرة بعد اتفاق 10 دجنبر لما ضيعنا شهر التغيبات . . والمهم الان استدراك الخطا والاسراع باصدار قانون منظم للاضراب يمنع اي تنسيقيات عشوائية هدفها ابتزاز الدولة
زووم,بدون عنوان,مواطن مغربي,يزعم المدرسون الأفاضل الدفاع عن المدرسة العمومية،في حين أنهم يساهمون في تحريرها!كيف ذلك؟,يزعم المدرسون الافاضل الدفاع المدرسة العمومية ، حين انهم يساهمون تحريرها ! كيف ؟
زووم,بدون عنوان,منقطع عن الدراسة,يجب على المنقطعين عن الدراسة الخروج للشارع للاحتجاج على المعلمين والأساتذة وسياستهم الاستبدادية التي دفعت بالعديد منهم إلى الهدر المدرسي مكرهين لاراغبين ومن تم تدمير مستقبلهم وحياتهم ولقد بلغنا العلم بأن المعلمين والأساتذة التابعين للتعليم العمومي الذين يشتغلون في المدارس الخاصة يصرون على عصيان أوامر الإدارات بعدم ضرب التلاميذ الذين يعانون صعوبات التعلم والذين يعانون داء التوحد ويصرون على ضربهم ويدعون كل من لايريد الضرب بعدم العودة للمدرسة.,يجب المنقطعين الدراسة الخروج للشارع للاحتجاج المعلمين والاساتذة وسياستهم الاستبدادية دفعت بالعديد منهم الي الهدر المدرسي مكرهين لاراغبين ومن تم تدمير مستقبلهم وحياتهم ولقد بلغنا العلم بان المعلمين والاساتذة التابعين للتعليم العمومي الذين يشتغلون المدارس الخاصة يصرون عصيان اوامر الادارات بعدم ضرب التلاميذ الذين يعانون صعوبات التعلم والذين يعانون داء التوحد ويصرون ضربهم ويدعون لايريد الضرب بعدم العودة للمدرسة .
زووم,بدون عنوان,ابو سالم,الملاحظ للعيان ان المضربون يقولون بانهم يناضلون من اجل المدرسة العمومية ولكنهم في الحقيقة يقاطعون التعليم العمومي بالنهار ويعطون دروسا للدعم في المؤسسات الخاصة اوفي المنازل بالليل.فعلى الوزارة ان تجد حلا لهذا العبث ولو بتخصيص رقم اخضر من اجل الابلاغ عن اساتذة العمومي الذين يدرسون ليلا بالخصوصي.,الملاحظ للعيان ان المضربون يقولون بانهم يناضلون اجل المدرسة العمومية ولكنهم الحقيقة يقاطعون التعليم العمومي بالنهار ويعطون دروسا للدعم المؤسسات الخاصة اوفي المنازل بالليل . فعلي الوزارة ان تجد حلا لهذا العبث ولو بتخصيص رقم اخضر اجل الابلاغ اساتذة العمومي الذين يدرسون ليلا بالخصوصي .
زووم,بدون عنوان,معلم,شيء من الحكمة والعقل. هل الهروب الى التعليم الخاص هو الحل . لا يا سادة . المشكل يهم التلاميذ في التعليم العمومي او الخصوصي وهو عدم امكانية تنظيم امتحانات وعدم امكانية تنقيل تلاميذ الخصوصي لانهم درسوا المقرر . اذا كانت سنة بيضاء ستكون على الجميع . تكافؤ الفرص في الخسران . لكن الاباء الذين اختاروا ا التعليم الخصوصي خسارتهم اكبر لانهم ادوا رسوم التسجيل والرسوم الشهرية والنقل والتامين,شيء الحكمة والعقل . الهروب الي التعليم الخاص الحل . سادة . المشكل يهم التلاميذ التعليم العمومي او الخصوصي وهو عدم امكانية تنظيم امتحانات وعدم امكانية تنقيل تلاميذ الخصوصي لانهم درسوا المقرر . اذا كانت سنة بيضاء ستكون الجميع . تكافؤ الفرص الخسران . لكن الاباء الذين اختاروا ا التعليم الخصوصي خسارتهم اكبر لانهم ادوا رسوم التسجيل والرسوم الشهرية والنقل والتامين
زووم,بدون عنوان,استاذة بالاعدادي متقاعدة,هو فعلا ضرب للمدرسة العمومية والاستعداد لخوصصة التعليم والمدرسة العمومية بدورها ان لم تتدارك الاسر هذا الموقف ويقومون قومة رجل واحد للدفاع على تمدرس ابنائهم,فعلا ضرب للمدرسة العمومية والاستعداد لخوصصة التعليم والمدرسة العمومية بدورها ان تتدارك الاسر الموقف ويقومون قومة رجل واحد للدفاع تمدرس ابنائهم
زووم,بدون عنوان,سهام,إذن تمت المهمة بنجاح فكل هذه الحروب فلهدف واحد خوصصت التعليم كليا,اذن تمت المهمة بنجاح فكل الحروب فلهدف واحد خوصصت التعليم كليا
