Category,Article,Author,Comment,Processed_Comment,Sentiment
زووم,بدون عنوان,هنتريش,بارك الله فيكم وعليكم وتزرعون الرمان والمكرونه والخضروات والفلفل الملون البنفسجي والوردي,بارك الله فيكم وعليكم وتزرعون الرمان والمكرونه والخضروات والفلفل الملون البنفسجي والوردي,neutral
زووم,بدون عنوان,ملاخظة,من الصعب ممارسة التجارة و انت مريض بمرض مزمن خصوصا انك ام تحديين ، صحتك و الخوف من السجن في حالة ارتكبت خطأ قانوني,الصعب ممارسه التجاره انت مريض بمرض مزمن خصوصا انك ام تحديين صحتك الخوف السجن حاله ارتكبت خطا قانوني,neutral
زووم,بدون عنوان,brahim,ما يجب أن تقوم به الحكومة في الأول، هي إخراج قوانين تنظم القطاع وتحمي التاجر والزبون، وليس القفز نحو فرض الضرائب مباشرة.,يجب ان تقوم الحكومه الاول هي اخراج قوانين تنظم القطاع وتحمي التاجر والزبون وليس القفز نحو فرض الضرايب مباشره,positif
زووم,بدون عنوان,زاءر غريب,ضاهرة جديدة أصبح الكثير من يبيع منتوجات…… .,ضاهره جديده اصبح الكثير يبيع منتوجات,positif
زووم,بدون عنوان,أبو عمران,قررت نهائيا قطع مشترياتي بطريقة إلكترونية بعدما وقعت ضحية نصب أو تضليل لبعضها. التجار المغاربة ليست لهم أخلاق أصلا,قررت نهاييا قطع مشترياتي بطريقه الكترونيه بعدما وقعت ضحيه نصب او تضليل لبعضها التجار المغاربه ليست لهم اخلاق اصلا,neutral
زووم,بدون عنوان,روبوكوب,التجارة الإلكترونية فيها الجيد و فيها المغشوش و فيها النصابة و فيها و فيها.. هذا مشكل في العالم كله. الحل في نظري هد عدم الجري وراء الرخيص، اشتروا من علامات أو متاجر معروفة و لها سمعة تريد الحفاظ عنها، فهي لن تغامر بسمعتها من أجل نصب بعد الدراهم أو تخاطر بصحة زبون، و احتمال وقوعه يكون أقل بكثير، ليس كمتل بائع على النت لا يعرفه أحد ويمكن أن يغير اسم موقعه أو صفحته مثلا على الإنترنيت فقط و يبدأ بالنصب من جديد.,التجاره الالكترونيه فيها الجيد فيها المغشوش فيها النصابه فيها فيها مشكل العالم كله الحل نظري هد عدم الجري وراء الرخيص اشتروا علامات او متاجر معروفه لها سمعه تريد الحفاظ عنها فهي لن تغامر بسمعتها اجل نصب بعد الدراهم او تخاطر بصحه زبون احتمال وقوعه يكون اقل بكثير ليس كمتل بايع النت يعرفه احد ويمكن ان يغير اسم موقعه او صفحته مثلا الانترنيت فقط يبدا بالنصب جديد,positif
زووم,بدون عنوان,يوسف,اشتريت غطاء نوافذ سياره للحماية من الشمس تمن 200 درهم منتوج سيء الجوده كارته حاولت تركيبه على السيارة بدون جدوى قطعه قماش ضيقه لا تتلاؤم مع اغلب سيارات اتصلت بشركه تلفون لا يعمل حينها أدركت ان تسوق عبر انترنت في المغرب هو النصب والاحتيال بعينه انصح الجميع الشراء من المحل,اشتريت غطاء نوافذ سياره للحمايه الشمس تمن درهم منتوج سيء الجوده كارته حاولت تركيبه السياره بدون جدوي قطعه قماش ضيقه تتلاوم اغلب سيارات اتصلت بشركه تلفون يعمل حينها ادركت ان تسوق عبر انترنت المغرب النصب والاحتيال بعينه انصح الجميع الشراء المحل,neutral
زووم,بدون عنوان,Amazon,مشكلة التجارة الإلكترونية في المغرب هي أنه من المستحيل العثور على منتج عالي الجودة في كل مكان على الإنترنت أو داخل المتاجر، والحل هو السماح للمغاربة بالشراء من أمازون,مشكله التجاره الالكترونيه المغرب هي انه المستحيل العثور منتج عالي الجوده مكان الانترنت او داخل المتاجر والحل السماح للمغاربه بالشراء امازون,negatif
زووم,‪ بدون عنوان,Ilham,يجب مواكبة المتضررين بنفس الحماس و السعي الى النهاية من اجل منحهم حياة افضل و العمل على ضمان استقرارهم النفسي في ظل هته الظرفية الصعبة,يجب مواكبه المتضررين بنفس الحماس السعي الي النهايه اجل منحهم حياه افضل العمل ضمان استقرارهم النفسي ظل هته الظرفيه الصعبه,neutral
زووم,‪ بدون عنوان,مغربي,إعادة بناء البشر و الحجر باختصار هي الجوهر و الهدف منشود وحق المشروع و ليس مستحيل اذا تظافرت جهود المغاربة المغرب حكومة و مواطنين خلف شعارنا الخالد ,اعاده بناء البشر الحجر باختصار هي الجوهر الهدف منشود وحق المشروع ليس مستحيل اذا تظافرت جهود المغاربه المغرب حكومه مواطنين خلف شعارنا الخالد,neutral
زووم,‪ بدون عنوان,Mohamed,كما اعيد الأعمار بالمناطق التي ضربها الزبزال بإقليم الحسيمة,اعيد الاعمار بالمناطق ضربها الزبزال باقليم الحسيمه,neutral
زووم,‪ بدون عنوان,مهتم,نتمنى من الشعب المغربي أن يبقى واقفا الى جانبهم اما الحكومة لا يرجى منها شيء,نتمني الشعب المغربي ان يبقي واقفا الي جانبهم اما الحكومه يرجي منها شيء,neutral
زووم,‪ بدون عنوان,simo,هذه مهمة مفروضة على كل الشعب المغربي الذي أبان تضامنه ونجدتة للسكان المتضررين، فالأشغال قائمة ليلا ونهارا والدولة وظفت كل الإمكانيات وهناك إنزال كبير من المهندسين والمختصين وخبراء في المنطقة يتسابقون مع الزمن، وبدون نفاق نثمن هذا، وهناك الكثير ينتضرنا خاصة وأن فصل الشتاء على الأبواب وأن المنطقة ضربت بعشرات القنابل النووية. لكن للأسف هناك جهات خاصة من هؤلاء الذين ليس في خطاباتهم سوى”والو” يجلسون بعيدا عن المنطقة ولا يقدمون أي دعم ويدخلوا الشك في المواطنين بنظرية” كل المساعدات ستنهب” فكن حق المواطن أن نتسائل ولكن بالمقابل فضح المفسدين بالأدلة وليس خطاب اليوتوب. فهذا مشروع دولة يشبه المشاريع الإستراتيجية كالسدود والطرق السيار وتحويل مياه الأحواض والموانئ والمناطق الصناعية …وليس مشروع منتخبين ولا حتى أخنوش أو وزير آخر،,مهمه مفروضه الشعب المغربي ابان تضامنه ونجدته للسكان المتضررين فالاشغال قايمه ليلا ونهارا والدوله وظفت الامكانيات وهناك انزال كبير المهندسين والمختصين وخبراء المنطقه يتسابقون الزمن وبدون نفاق نثمن وهناك الكثير ينتضرنا خاصه وان فصل الشتاء الابواب وان المنطقه ضربت بعشرات القنابل النوويه للاسف هناك جهات خاصه هولاء ليس خطاباتهم سويوالو يجلسون بعيدا المنطقه ولا يقدمون اي دعم ويدخلوا الشك المواطنين بنظريه المساعدات ستنهب فكن حق المواطن ان نتسايل ولكن بالمقابل فضح المفسدين بالادله وليس خطاب اليوتوب فهذا مشروع دوله يشبه المشاريع الاستراتيجيه كالسدود والطرق السيار وتحويل مياه الاحواض والمواني والمناطق الصناعيه وليس مشروع منتخبين ولا حتي اخنوش او وزير اخر,neutral
زووم,‪ بدون عنوان,المراكشي,هذه المناطق عانت التهميش لسنوات. لم يسبق لدولة أن دخلت الأطلس في تاريخ المغرب. والطريق الوطنية التي تربط مراكش إلى تارودانت عبر أسني،ويركان، إجوكاك، ثلاثن يعقوب، المعروفة بتزي نتاست لم تعد صالحة لهذه التسمية كما جاء على لسان وزير التجهيز . الفقر، العزلة التامة، هي عنوانات ملازمة لهذه المناطق الغنية بمناجمها وثرواتها الطبيعية والفلاحية والسياحية. ومع ذلك لم تستفد من السياسات الحكومية بعد الاستقلال. ميزانيات إقليمية وجهوية صرفت بدون حسيب ولا رقيب. يقتضي الإنصاف المجالي,المناطق عانت التهميش لسنوات يسبق لدوله ان دخلت الاطلس تاريخ المغرب والطريق الوطنيه تربط مراكش الي تارودانت عبر اسنيويركان اجوكاك ثلاثن يعقوب المعروفه بتزي نتاست تعد صالحه لهذه التسميه جاء لسان وزير التجهيز الفقر العزله التامه هي عنوانات ملازمه لهذه المناطق الغنيه بمناجمها وثرواتها الطبيعيه والفلاحيه والسياحيه ومع ذلك تستفد السياسات الحكوميه بعد الاستقلال ميزانيات اقليميه وجهويه صرفت بدون حسيب ولا رقيب يقتضي الانصاف المجالي,positif
زووم,‪ بدون عنوان,الله يرحم,* الله يرحم الضحايا و يشفي المتضررين و يلهم الصبر و السلوان للأهالي . بصراحة ـ من خلال,الله يرحم الضحايا يشفي المتضررين يلهم الصبر السلوان للاهالي بصراحه ـ خلال,positif
زووم,‪ بدون عنوان,كمال,مر على الزلزال اكثر من عشرين يوما، ولا احد يعرف العدد الحقيقي للموتى والعديد الحقيقي المعطوبين والعديد الحقيقي للاطفال اليتامى والعديد الحقيقي للدور التي اهتزت او تضررت وعدد الكيلومترات الحقيقي الطرق المتضررة والعديد الحقيقي الدارس المنهارة والحجم الاجمالي والمفصل الاضرار المادية والمالية والبشرية والمعنوية,مر الزلزال اكثر عشرين يوما ولا احد يعرف العدد الحقيقي للموتي والعديد الحقيقي المعطوبين والعديد الحقيقي للاطفال اليتامي والعديد الحقيقي للدور اهتزت او تضررت وعدد الكيلومترات الحقيقي الطرق المتضرره والعديد الحقيقي الدارس المنهاره والحجم الاجمالي والمفصل الاضرار الماديه والماليه والبشريه والمعنويه,positif
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",يوسف,انا مع ترحيل المهاجرين الافارقة وفرض الفيزا على كل دول القارة .,انا ترحيل المهاجرين الافارقه وفرض الفيزا دول القاره,neutral
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",دور الضحية,الأنامل يخدموهوم فبلادهوم، المغاربة إذا هوما مهاجرين، راه حيت جدودنا خلاو حياتهم في الحروب مع أوروبا وإستعمرتنا أوروبا.,الانامل يخدموهوم فبلادهوم المغاربه اذا هوما مهاجرين راه حيت جدودنا خلاو حياتهم الحروب اوروبا واستعمرتنا اوروبا,neutral
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",ghir ana,خدمو حتا ولاد البلاد. بقات غير الهجرة . هؤلاء لا ينفعون البلد في شيئ. ينفعون فقط اللذين ينعمون بتعويضات الإتحاد الأوربي. ويردون اموال اوربا بشراء قصور اسبانيا. وبيناتكم الشعب. الأفارقة يبولو عليكم. يخراو ف زناقيكم. يوسخو اشارتكم . دبرو راسكم,خدمو حتا ولاد البلاد بقات غير الهجره هولاء ينفعون البلد شيي ينفعون فقط اللذين ينعمون بتعويضات الاتحاد الاوربي ويردون اموال اوربا بشراء قصور اسبانيا وبيناتكم الشعب الافارقه يبولو عليكم يخراو ف زناقيكم يوسخو اشارتكم دبرو راسكم,neutral
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",Ahmed,تدبير فاشل بمعنى الكلمة لملف المهاجرين الأفارقة.,تدبير فاشل بمعني الكلمه لملف المهاجرين الافارقه,negatif
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",متتبع مغربي,يجب على المغرب ان يستعمل طريقة الغرب ان كل من تورط في عمل مشين او تعدى على المغاربة في بلدهم ان يرحل فورا الى بلده لأننا اصبحنا مذلين في وطننا بسبب المهاجرين الافارقة فمنذ يومين هناك فيديوهات لافارقة اعتدوا على حافلات فكسروا زجاجها وركابها وزرعوا فيهم الرعب وسرقوا هواتفهم واموالهم وكل محتوياتهم بجانب محطة اولاد زيان بالدار البيضاء وتكررت العملية لعدة مرات فهناك ساءقي حافلات ومساعديهم يشتكون مرارا من هذه الاعتداءات المتكررة والخطيرة وقالوا بانهم اصبحوا مدلولين في وطنهم وفي مهنتهم ولا يحميهم احد منهم وهذا خطير اذا اصبحنا نخاف منهم لكي يخرج ابابناءنا إلى الشارع والى قضاء اغراضهم المنزلية او المهنية فحذاري من إنتشار هذه الظاهرة الخطيرة على سكان البلاد من هؤلاء. فهناك تساهل معهم وهناك بعض المجرمين منهم كما وقع بمدينة مكناس منذ سنتين حيث اغتصب واحد منهم فتاة مغربية ليلا.ووقعت كذلك حادثة اجرامية بفاس منذ سنين.,يجب المغرب ان يستعمل طريقه الغرب ان تورط عمل مشين او تعدي المغاربه بلدهم ان يرحل فورا الي بلده لاننا اصبحنا مذلين وطننا بسبب المهاجرين الافارقه فمنذ يومين هناك فيديوهات لافارقه اعتدوا حافلات فكسروا زجاجها وركابها وزرعوا فيهم الرعب وسرقوا هواتفهم واموالهم وكل محتوياتهم بجانب محطه اولاد زيان بالدار البيضاء وتكررت العمليه لعده مرات فهناك ساءقي حافلات ومساعديهم يشتكون مرارا الاعتداءات المتكرره والخطيره وقالوا بانهم اصبحوا مدلولين وطنهم وفي مهنتهم ولا يحميهم احد منهم وهذا خطير اذا اصبحنا نخاف منهم لكي يخرج ابابناءنا الي الشارع والي قضاء اغراضهم المنزليه او المهنيه فحذاري انتشار الظاهره الخطيره سكان البلاد هولاء فهناك تساهل معهم وهناك بعض المجرمين منهم وقع بمدينه مكناس منذ سنتين حيث اغتصب منهم فتاه مغربيه ليلاووقعت كذلك حادثه اجراميه بفاس منذ سنين,negatif
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",الرقشي,برافو سكينة تطرقك لهذا الموضوع ولكن هناك مغاربة يعيشون نفس المشكل في بلدهم المغرب دون الهجرة لبلد أخر لماذا هذا الحال أصبح متعايش,برافو سكينه تطرقك لهذا الموضوع ولكن هناك مغاربه يعيشون نفس المشكل بلدهم المغرب دون الهجره لبلد اخر لماذا الحال اصبح متعايش,neutral
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",كفى مغالطات,يجب اعادتهم الى بلدانهم لقد اصبحوا يشكلون جيشا وأصبحت البنية الديموغرافية في خطر .الزواج النصب الجريمة المنظمة .انهم حالة شاذة وخير دليل ما يقومون به في محطة اولاد الزيان .حتى أصبح المواطن غريب ويعيش رعبا كل يوم والويل ان سولت لك نفسك الكلام معهم .,يجب اعادتهم الي بلدانهم لقد اصبحوا يشكلون جيشا واصبحت البنيه الديموغرافيه خطر الزواج النصب الجريمه المنظمه انهم حاله شاذه وخير دليل يقومون محطه اولاد الزيان حتي اصبح المواطن غريب ويعيش رعبا يوم والويل ان سولت لك نفسك الكلام معهم,positif
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",مواطن2,لا احد يشك في ان المهاجرين الافارقة يزيدون من الازمات التي تعيشها البلاد نتيجة الجفاف والبطالة والوباء والزلزال اخيرا ولو انه حديث العهد. المهاجرون الافارقة كانوا سببا في عدة مشاداة مع السلطات العمومية في عدة مدن مغربية اخص بالذكر الناظور وطنجة…عددهم يزيد يوما بعد يوم بكثرة الانجاب.الشيء الذي يخلق مشاكل كبيرة للادارة المغربية وللمؤسسات التعليمية..الكثير من المغاربة يعرفون بطالة مزمنة فكيف يمكن الاهتمام بهؤلاء بتنشغيلهم وتطبيبهم وتمدرسهم والاقسام تعرف اكتظاظا مزمنا.لابد من مراجعة هذا الامر . والمثل يقول “” فوق طاقتك لا تلام “”.والمواطن المغربي اجق بالاهتمام.,احد يشك ان المهاجرين الافارقه يزيدون الازمات تعيشها البلاد نتيجه الجفاف والبطاله والوباء والزلزال اخيرا ولو انه حديث العهد المهاجرون الافارقه كانوا سببا عده مشاداه السلطات العموميه عده مدن مغربيه اخص بالذكر الناظور وطنجهعددهم يزيد يوما بعد يوم بكثره الانجابالشيء يخلق مشاكل كبيره للاداره المغربيه وللموسسات التعليميهالكثير المغاربه يعرفون بطاله مزمنه فكيف يمكن الاهتمام بهولاء بتنشغيلهم وتطبيبهم وتمدرسهم والاقسام تعرف اكتظاظا مزمنالابد مراجعه الامر والمثل يقول فوق طاقتك تلام والمواطن المغربي اجق بالاهتمام,neutral
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",observateur,نا مع ترحيل المهاجرين الافارقة وفرض الفيزا على كل دول القارة,نا ترحيل المهاجرين الافارقه وفرض الفيزا دول القاره,neutral
زووم,"هسبريس تكشف خيوط عشر سنوات من تدبير المغرب لملف المهاجرين ""الشائك""",ملشيات قادمة,سياتي يوم ويكون هؤلاء المهاجرين ملشيات مسلحة وسيبدؤون بقتل المواطنون عندها سناسس نحن كذلك ملشيات مسلحة وستسقط الدولة في دوامة العنف الذين يشجعون هؤلاء المهاجرين للقدوم للمغرب بدون حسيب ولارقيب لايحبون الوطن ولايحبون الشعب همهم الوحيد اموال الاتحاد الاوروبي بالعملة الصعبة لكن ابشركم ان الاتحاد الاوروبي سيتخلى عنكم عندما سيخرج الوضع عن السيطرة وستصبحون انتم من تدفعون لهم الاموال للسكوت عنكم في حقوق الانسان تخص المهاجرين,سياتي يوم ويكون هولاء المهاجرين ملشيات مسلحه وسيبدوون بقتل المواطنون عندها سناسس كذلك ملشيات مسلحه وستسقط الدوله دوامه العنف يشجعون هولاء المهاجرين للقدوم للمغرب بدون حسيب ولارقيب لايحبون الوطن ولايحبون الشعب همهم الوحيد اموال الاتحاد الاوروبي بالعمله الصعبه ابشركم ان الاتحاد الاوروبي سيتخلي عنكم عندما سيخرج الوضع السيطره وستصبحون انتم تدفعون لهم الاموال للسكوت عنكم حقوق الانسان تخص المهاجرين,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,Dahich,ملي تيطيح الليل في سونطر كازا تيبانو لي أطفال وشباب ونساء مفرشين كارطون وناعسين في الزنقة وحكومتنا مشغولة بإرجاع أطفال داعش من العراق,ملي تيطيح الليل سونطر كازا تيبانو اطفال وشباب ونساء مفرشين كارطون وناعسين الزنقه وحكومتنا مشغوله بارجاع اطفال داعش العراق,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,خفاش الظلام,اين المناصفة في الوقت الذي توجد فيها مراكز لايواء المغربيات ضحايا العنف ولم نسمع ابدا ان هناك مراكز لإيواء الرجال المغاربة ضحايا العنف النساء ونا أكثر هؤلاء الرجال وهناك من يعانون في الصمت ومن جميع شرائح المجتمع ويبقى هذا حيف ونكران لخقوق الرحال ضحايا عنف النساء اللواتي تقمصن زي الرجال وتلمدونة تحميهن ظالمات او مظلومات,اين المناصفه الوقت توجد فيها مراكز لايواء المغربيات ضحايا العنف ولم نسمع ابدا ان هناك مراكز لايواء الرجال المغاربه ضحايا العنف النساء ونا اكثر هولاء الرجال وهناك يعانون الصمت ومن جميع شرايح المجتمع ويبقي حيف ونكران لخقوق الرحال ضحايا عنف النساء اللواتي تقمصن زي الرجال وتلمدونه تحميهن ظالمات او مظلومات,positif
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,مغربي,أنا ضد العنف بشكل عام سواء كان ضد النساء أو حتى ضد القطط لكن لماذا لاتتكلمون عن العنف ضد الرجال وحالته كثيرة جدا حتى في الحي اللذي أسكنه رجال كثيرون طردوا من منازلهم بعد سيطرة نسائهم وبعضهم تدهورت حالاته الصحية بشكل كبير,انا ضد العنف بشكل عام سواء ضد النساء او حتي ضد القطط لماذا لاتتكلمون العنف ضد الرجال وحالته كثيره جدا حتي الحي اللذي اسكنه رجال كثيرون طردوا منازلهم بعد سيطره نسايهم وبعضهم تدهورت حالاته الصحيه بشكل كبير,positif
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,عبد الله,اذا كان العنف هو الضرب والجرح والقتل فهذا غير موجود عند الرجال المغاربه رجل وامراه يعيشان اربعين سنه ولم يضربها ولو مره واحده ولم يسبها ولو مره واحده اين العنف الذي تتكلمون عنه اذا ارادت المراه ان تنفصل عن زوجها فتسمح في النفقه وفي كل شيء وتخرج ولا يكون هنا عنف ولا ضرب ولا جرح الامور تكون بسلام اما عن الرجل فعليه ان يكون رجلا بمعنى الكلمه وينفق على زوجته ويكافح عن ابنائه اذا كان عنده ابناء هذه هي مسيره الحياه التي عاشوا عليها اباؤنا واجدادنا وشكرا لكم جميعا,اذا العنف الضرب والجرح والقتل فهذا غير موجود الرجال المغاربه رجل وامراه يعيشان اربعين سنه ولم يضربها ولو مره واحده ولم يسبها ولو مره واحده اين العنف تتكلمون عنه اذا ارادت المراه ان تنفصل زوجها فتسمح النفقه وفي شيء وتخرج ولا يكون هنا عنف ولا ضرب ولا جرح الامور تكون بسلام اما الرجل فعليه ان يكون رجلا بمعني الكلمه وينفق زوجته ويكافح ابنايه اذا عنده ابناء هي مسيره الحياه عاشوا عليها اباونا واجدادنا وشكرا لكم جميعا,positif
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,الرجال,السلام عليكم ورحمه الله اريد فقط من المعلقين ان يشرحو لي ماهو العنف الممارس ضد الرجال و هل الرجال يتعرضون الضرب و السليخ من النساء و هل يتم اغتصابهم من طرفهن و تشويه سمعتهم و هل يحملون سفاحا و يحملون الفضيحة و تربية ابن الزنا ووصمة عار المجتمع نحن هنا لا نتحدث عن العنف اللفظي او النكد الذي تمارسه بعض الزوجات فلا داعي للمقارنة لان الرجل ليس كالمراة خصوصا في مجتمعنا,السلام عليكم ورحمه الله اريد فقط المعلقين ان يشرحو ماهو العنف الممارس ضد الرجال الرجال يتعرضون الضرب السليخ النساء يتم اغتصابهم طرفهن تشويه سمعتهم يحملون سفاحا يحملون الفضيحه تربيه ابن الزنا ووصمه عار المجتمع هنا نتحدث العنف اللفظي او النكد تمارسه بعض الزوجات فلا داعي للمقارنه لان الرجل ليس كالمراه خصوصا مجتمعنا,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,اين هو الوعي؟,الجهل الدي يعم شمال افريقيا برمتها هو سبب جميع المؤاسي التي تصيب الاسر …عندما تدهب امراة الى اسبانيا مثلا للعمل في الفلاحة ولا تحترم حدودها تتعرض لجميع المصاءب التي قد تصيب امراة ( تحرش..سوء معاملة ..ضروف معيشية سيءة جدا الغربة ..ربما هجرة الزوج والاولاد ووو) من اجل €معدودة ربما لا تستفيد منها العاءلة شيءا …,الجهل الدي يعم شمال افريقيا برمتها سبب جميع المواسي تصيب الاسر عندما تدهب امراه الي اسبانيا مثلا للعمل الفلاحه ولا تحترم حدودها تتعرض لجميع المصاءب قد تصيب امراه تحرشسوء معامله ضروف معيشيه سيءه جدا الغربه ربما هجره الزوج والاولاد ووو اجل معدوده ربما تستفيد منها العاءله شيءا,negatif
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,MuSSTaPHa,هؤلاء المعنفات متزوجات بأشباه الرجال مدمنين على الحبوب المهلوسة و الخمر و المخدرات لم يحسن الاختيار منذ البداية ….. و هذا لتعلم النساء المتزوجات الغير معنفات بما حباهم الله بنعمة الرجال الذين يعرفون و يخافون ربهم المواضبين على صلاتهم و يشتغلون بعرق جبينهم تاركين نساءهم في المنازل يقمن بشؤونه و شؤون الأولاد معززات مكرمات لا ينقصهم شيئ لأنه من سابع المستحيلات ان تجد رجلا متدينا يصلي يعرف ربه يعنف امرأة و يشتت أسرته.,هولاء المعنفات متزوجات باشباه الرجال مدمنين الحبوب المهلوسه الخمر المخدرات يحسن الاختيار منذ البدايه لتعلم النساء المتزوجات الغير معنفات بما حباهم الله بنعمه الرجال يعرفون يخافون ربهم المواضبين صلاتهم يشتغلون بعرق جبينهم تاركين نساءهم المنازل يقمن بشوونه شوون الاولاد معززات مكرمات ينقصهم شيي لانه سابع المستحيلات ان تجد رجلا متدينا يصلي يعرف ربه يعنف امراه يشتت اسرته,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,Hassan,جميل. و من يحمي الرجال ضحايا الزلط؟ الذين لا يجدون عملا و يبقون يهيمون في الأرض؟,جميل يحمي الرجال ضحايا الزلط يجدون عملا يبقون يهيمون الارض,positif
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,إلى تعليق المسمى الرجال,عندما تثق في زوجتك وتكتب لها منزلك اللذي كافحت سنين طويلة لبناءه ثم تطرد منه شر طردة أليس هذا عنفا في نظرك أنا أرى أنه من أشد أنواع العنف لو جلدته بسياط من حديد كان أهون له من ذلك,عندما تثق زوجتك وتكتب لها منزلك اللذي كافحت سنين طويله لبناءه ثم تطرد منه شر طرده اليس عنفا نظرك انا اري انه اشد انواع العنف لو جلدته بسياط حديد اهون له ذلك,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,حميد,مع االعقوبات البديلة,االعقوبات البديله,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,حميد,يجب تخصيص نساء للاستماع لضحايا العنف الزوجي .,يجب تخصيص نساء للاستماع لضحايا العنف الزوجي,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,الى 9,ال تعليق 9 نحن هنا نتحدث عن العنف الممارس ضد النساء بصفة عامة في المجتمع من ضرب و اغتصاب و طرد و تشويه اما ما تتحدث عنه فهي حالات خاصة لا ننكرها و هي تدخل في خانة الغدر و خيانة العشرة و ليس العنف و الله يكون فالعون فالغدر صعب و خصوصا من شريك الحياة و هذا ايضا تتعرض له النساء ايضا كان تمنح مالها و رزقها للزوج و يغدر بها و الله الاقينا مع احسن منا,ال تعليق هنا نتحدث العنف الممارس ضد النساء بصفه عامه المجتمع ضرب اغتصاب طرد تشويه اما تتحدث عنه فهي حالات خاصه ننكرها هي تدخل خانه الغدر خيانه العشره ليس العنف الله يكون فالعون فالغدر صعب خصوصا شريك الحياه ايضا تتعرض له النساء ايضا تمنح مالها رزقها للزوج يغدر الله الاقينا احسن منا,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,حميد,تخيل مرأة مسكينة في بيت زوجها وتعاني يوميا من العنف الزوجي والاغتصاب الزوجي بالعنف و عائلتها تطردها اذا ما استنجدت بهم وزوجها يستمر في الضرب وااعنف وربما هناك من يشرب الكحول امامها وربما يخونها وهي تصبر لأنها ليس لديها اي خيار .,تخيل مراه مسكينه بيت زوجها وتعاني يوميا العنف الزوجي والاغتصاب الزوجي بالعنف عايلتها تطردها اذا استنجدت بهم وزوجها يستمر الضرب وااعنف وربما هناك يشرب الكحول امامها وربما يخونها وهي تصبر لانها ليس لديها اي خيار,negatif
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,Hanane Ikrami,عن أي عنف تتحدثون؟,اي عنف تتحدثون,neutral
زووم,مراكز إيواء النساء المغربيات ضحايا العنف .. حكايات مؤلمة وتحديات بالجملة,رضوان,لا يمكن لزوج لديه شغل وظروفه مستقرة أن يتخلى عن أسرته…زوج يتاجر في المخذرات تحيط به المشاكل من كل جهة..ماذا تنتظر الدولة منه،وفي جميع الأحوال يكون مآله السجن تاركا وراءه الزوجة والأطفال…وهو التشرد مطلقا…من هنا يجب التفكير في مصدر دخل كريم حتى تكون الأسرة مستقرة وتتجاوز الهزات التي غالبا ما تتعرض لها…,يمكن لزوج لديه شغل وظروفه مستقره ان يتخلي اسرتهزوج يتاجر المخذرات تحيط المشاكل جههماذا تنتظر الدوله منهوفي جميع الاحوال يكون ماله السجن تاركا وراءه الزوجه والاطفالوهو التشرد مطلقامن هنا يجب التفكير مصدر دخل كريم حتي تكون الاسره مستقره وتتجاوز الهزات غالبا تتعرض لها,neutral
